image url,id,likes,num comments,shares,likes + comment /shares
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11355180_1558059787629053_1527308005_n.jpg,1018353640253153743_1430247,593,41,41,15.463414634146341
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11378423_1517896305138011_1769104320_n.jpg,1018348847497470286_1430247,861,122,127,7.74015748031496
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11351532_1659969604232629_91323832_n.jpg,1018262153314165570_1430247,1190,15,13,92.6923076923077
https://scontent.cdninstagram.com/hphotos-xpa1/t51.2885-15/e15/10723832_873564429399773_820781226_n.jpg,1018258433687937723_1430247,1009,13,10,102.2
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11377499_849859185097997_1156471051_n.jpg,1018207525096645284_1430247,483,5,0,0
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11355771_1462575320724926_113350983_n.jpg,1018193043305783476_1430247,947,15,10,96.2
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11418991_1606014726336742_1360035404_n.jpg,1018192687679135909_1430247,969,15,14,70.28571428571429
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11352105_715848655204068_1527854150_n.jpg,1018192364877111454_1430247,834,4,2,419.0
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11378849_704700662990325_2048017267_n.jpg,1017801188298711539_1430247,1163,6,3,389.6666666666667
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11357277_298906916899718_1791902609_n.jpg,1017631389895615451_1430247,620,3,3,207.66666666666666
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11355288_736493849806226_286314793_n.jpg,1017624344966456053_1430247,834,16,11,77.27272727272727
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11358108_1643264095918198_626594_n.jpg,1017492313695576269_1430247,1299,15,12,109.5
https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/e15/10009898_866849686702090_1520447633_n.jpg,1017489929602850950_1430247,980,14,13,76.46153846153847
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11374614_1604448416480114_280466213_n.jpg,1017482281591497571_1430247,516,5,1,521.0
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11378986_478827648947441_537391054_n.jpg,1017467478877659462_1430247,886,4,1,890.0
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11326975_841024325980360_504585163_n.jpg,1017007565843980806_1430247,818,11,2,414.5
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11428659_1159979414019612_2117391153_n.jpg,1016983736132297569_1430247,1227,45,43,29.58139534883721
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11375982_1594928964098513_1091723826_n.jpg,1016965719071646051_1430247,1043,24,21,50.80952380952381
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11330818_1644155869133258_370514179_n.jpg,1016965540041974109_1430247,1430,38,25,58.72
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11326720_897576530313702_291899691_n.jpg,1016963882729857322_1430247,1400,21,13,109.3076923076923
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11357650_869552219766679_2004192208_n.jpg,1016901141889540571_1430247,1287,18,17,76.76470588235294
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11378888_1606300759649946_134568148_n.jpg,1016895691341160755_1430247,821,3,1,824.0
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11419031_1730131687214515_764696659_n.jpg,1016867898934944234_1430247,1477,20,18,83.16666666666667
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11378687_441524379363881_1959431884_n.jpg,1016864932295336341_1430247,824,1,1,825.0
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11375949_696180943844799_599787298_n.jpg,1016864075868791163_1430247,1234,12,8,155.75
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11372128_855279764525335_1529329832_n.jpg,1016829577751945558_1430247,1261,14,13,98.07692307692308
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11356538_689948101136624_1338083606_n.jpg,1016807539066790571_1430247,1194,80,78,16.333333333333332
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11429743_1595016377426239_152365960_n.jpg,1016791067842044034_1430247,556,4,1,560.0
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11357625_1588660361383739_711884800_n.jpg,1016785625631941577_1430247,1090,28,31,36.064516129032256
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11358177_1603772386544895_866955176_n.jpg,1016763391207006494_1430247,1275,42,42,31.357142857142858
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11386437_1606376669651278_2068052588_n.jpg,1016273736858591966_1430247,831,16,7,121.0
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11419054_370710036461095_96855734_n.jpg,1016172840032133258_1430247,1390,43,40,35.825
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11357894_482569275225899_1918408563_n.jpg,1016081418574619263_1430247,2101,117,110,20.163636363636364
