image url,id,likes,num comments,shares,likes + comment /shares
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11378708_457684567752917_1316756803_n.jpg,1018239664950819345_1063951741,4410,384,154,31.12987012987013
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11380934_1446673672300899_1614397093_n.jpg,1015343467009358439_1063951741,6634,218,149,45.986577181208055
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11426434_1448813248771483_1121087482_n.jpg,1012317519490005218_1063951741,6467,248,139,48.30935251798561
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11326474_963271943713704_370186020_n.jpg,1010974272821868820_1063951741,5415,83,76,72.34210526315789
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11355219_661312490636660_1261086887_n.jpg,1010391258794506793_1063951741,4534,250,157,30.471337579617835
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11333355_842043755883777_2138325256_n.jpg,1008036267752634552_1063951741,6764,214,159,43.886792452830186
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11357987_423874584459363_2087804091_n.jpg,1005343184611130066_1063951741,8901,416,145,64.2551724137931
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11410337_358441534360078_2088790945_n.jpg,1001659011551672788_1063951741,5201,101,98,54.10204081632653
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11357966_535155556625085_1101440610_n.jpg,999420443265546871_1063951741,5055,52,45,113.4888888888889
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11374640_488224544669930_1454057906_n.jpg,998657762300475752_1063951741,6579,697,151,48.18543046357616
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11363672_366812750192857_148332229_n.jpg,994518110903679987_1063951741,11511,1729,165,80.24242424242425
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11335505_1586910638243683_14656646_n.jpg,993648091349072581_1063951741,5853,161,155,38.8
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11376669_453363298165756_761522021_n.jpg,991403925739092447_1063951741,5963,421,166,38.45783132530121
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11282007_758802344241199_1914844705_n.jpg,987831136566327473_1063951741,5429,119,117,47.41880341880342
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11247038_1593465770919911_702954302_n.jpg,984803079463057420_1063951741,8026,446,155,54.65806451612903
https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/e15/10860157_385371964987529_911755278_n.jpg,982127070762711377_1063951741,4488,170,153,30.444444444444443
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11240356_1437829603180286_1393478953_n.jpg,979849243992471620_1063951741,9121,606,142,68.5
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11242284_356868511180230_593599472_n.jpg,979186673354750966_1063951741,6994,239,152,47.58552631578947
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11195764_827542597323227_1456253663_n.jpg,978249864995093227_1063951741,6450,604,158,44.64556962025316
https://scontent.cdninstagram.com/hphotos-xpa1/t51.2885-15/e15/11205809_354387458103666_2034604245_n.jpg,977566209205287749_1063951741,6238,1110,146,50.32876712328767
https://scontent.cdninstagram.com/hphotos-xpa1/t51.2885-15/e15/11192612_1133702473321954_1804111096_n.jpg,976223979530042210_1063951741,5581,304,145,40.58620689655172
https://scontent.cdninstagram.com/hphotos-xap1/t51.2885-15/e15/11189968_557475721061589_1703643845_n.jpg,975389578625759454_1063951741,5765,318,149,40.8255033557047
https://scontent.cdninstagram.com/hphotos-xta1/t51.2885-15/e15/11191444_370801016461604_1045732396_n.jpg,974049927356954826_1063951741,5207,365,146,38.16438356164384
https://scontent.cdninstagram.com/hphotos-xpt1/t51.2885-15/e15/11192740_498321403651933_1303665854_n.jpg,973407699185908352_1063951741,6502,415,171,40.45029239766082
https://scontent.cdninstagram.com/hphotos-xap1/t51.2885-15/e15/11142309_1628651677365667_320238569_n.jpg,971273538920725107_1063951741,5886,137,135,44.614814814814814
https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/e15/11176637_1616126225265556_1854071717_n.jpg,969751861913139351_1063951741,5416,147,136,40.904411764705884
https://scontent.cdninstagram.com/hphotos-prn/t51.2885-15/e15/11137857_882994168424211_1478786590_n.jpg,967544473814513871_1063951741,5230,414,153,36.888888888888886
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11142303_951627914877590_875789559_n.jpg,961690434296035466_1063951741,7853,224,151,53.49006622516556
https://scontent.cdninstagram.com/hphotos-xap1/t51.2885-15/e15/11137797_680833748709478_1722020154_n.jpg,959598664317876557_1063951741,7990,314,154,53.922077922077925
https://scontent.cdninstagram.com/hphotos-xft1/t51.2885-15/e15/11098564_888393397878214_1542497341_n.jpg,958168920305121743_1063951741,7912,608,146,58.35616438356164
https://scontent.cdninstagram.com/hphotos-xat1/t51.2885-15/e15/11111505_783850805004220_400454280_n.jpg,953826909544462520_1063951741,5580,1005,177,37.20338983050848
https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/e15/11056014_1429872213975138_1437393999_n.jpg,952325186032187566_1063951741,6983,164,146,48.95205479452055
https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/e15/11055506_634113933400204_172144769_n.jpg,949430914173844422_1063951741,7941,294,146,56.4041095890411
