image url,id,likes,num comments,shares,likes + comment /shares
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11378778_1600280710235228_1908367720_n.jpg,1018175381145666109_52333855,4491,218,178,26.45505617977528
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11313486_786476001468467_1927921234_n.jpg,1016000500161331239_52333855,3145,530,177,20.76271186440678
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11353053_1448204475482195_1459209142_n.jpg,1015287755539497264_52333855,4350,374,166,28.457831325301203
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11410434_396784183852594_883656392_n.jpg,1014501964177490241_52333855,3189,46,50,64.7
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11376237_834864056569566_1957352295_n.jpg,1013847735842653085_52333855,4244,198,171,25.976608187134502
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11325202_608453742616851_600324823_n.jpg,1013036476004057645_52333855,4151,189,170,25.529411764705884
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11372224_911827482207290_1439534262_n.jpg,1011911592972664883_52333855,3929,75,87,46.02298850574713
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11327920_841879789237964_1281304561_n.jpg,1010983053834338532_52333855,3515,74,72,49.84722222222222
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11372520_822526921167047_865108565_n.jpg,1010243183146975934_52333855,3099,604,166,22.30722891566265
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11372243_857979897629557_1227117993_n.jpg,1008848063751274554_52333855,4517,182,167,28.137724550898202
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11376250_1491789904445895_1854881571_n.jpg,1008015328958759896_52333855,5220,559,183,31.579234972677597
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11325103_1435206343468974_836547339_n.jpg,1007289242826326115_52333855,4393,100,111,40.47747747747748
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11421993_749448321868479_941362485_n.jpg,1005833768864071978_52333855,4690,319,162,30.919753086419753
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11313482_797406437041380_1287109731_n.jpg,1005077604865950186_52333855,3923,620,163,27.87116564417178
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11376530_1656594267895569_851172952_n.jpg,1004532410517045950_52333855,4830,473,164,32.33536585365854
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11280039_1015390151829294_19617543_n.jpg,1003589746061754826_52333855,6515,383,162,42.58024691358025
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11419181_1444425055875655_53327833_n.jpg,1002939811721134604_52333855,3694,65,66,56.95454545454545
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11311947_103609286645518_1251789052_n.jpg,1001480233078768165_52333855,4063,100,115,36.2
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11282589_1450729415242249_1160852331_n.jpg,1000975995647049888_52333855,4272,201,174,25.70689655172414
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11410548_476736642474995_118473661_n.jpg,1000035436975636624_52333855,3766,70,74,51.83783783783784
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11375937_862394580463591_258399554_n.jpg,999316943691072326_52333855,5314,311,162,34.72222222222222
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11372194_704710842991739_1029279562_n.jpg,998584766900748407_52333855,3565,82,97,37.597938144329895
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11246923_1603521286570237_1093859633_n.jpg,995703985861837763_52333855,4005,136,153,27.065359477124183
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11379080_436164369888018_1816685103_n.jpg,995047440811574199_52333855,4057,60,59,69.77966101694915
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11357987_1441417072826703_1317542354_n.jpg,994259975192461587_52333855,4292,253,186,24.43548387096774
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11326991_1443637799272466_128370618_n.jpg,993523435747164823_52333855,4577,170,160,29.66875
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11352001_101320043540100_817386776_n.jpg,990637173080080898_52333855,5125,433,175,31.76
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11244663_288736227916833_1248627253_n.jpg,989919318915171091_52333855,5180,428,169,33.18343195266272
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11296628_1579357372337538_612526179_n.jpg,989168094481761068_52333855,4168,443,178,25.90449438202247
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11259948_487495804746790_796253111_n.jpg,986961722906263646_52333855,3670,76,65,57.63076923076923
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11253916_1433530273618570_1632993560_n.jpg,985559221686518225_52333855,4910,535,176,30.9375
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11235972_1418685228452742_150417758_n.jpg,984093984433127764_52333855,5121,287,155,34.89032258064516
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11242109_855244154547733_597329796_n.jpg,983387617133085127_52333855,6454,778,178,40.62921348314607
