image url,id,likes,num comments,shares,likes + comment /shares
https://scontent.cdninstagram.com/hphotos-xap1/t51.2885-15/e15/10817664_1591859781066646_960268402_n.jpg,1018253173896452521_303440197,3913,55,52,76.3076923076923
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11420737_724836030996026_723939761_n.jpg,1018101266783607241_303440197,6712,349,156,45.26282051282051
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11373675_913898661993318_1331872858_n.jpg,1017710152868108784_303440197,7000,163,152,47.125
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11386487_1616086545275418_1923409767_n.jpg,1017634061700766141_303440197,5281,190,154,35.52597402597402
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11379938_1669703389915996_1036844128_n.jpg,1017538841017522615_303440197,6191,90,88,71.375
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11378412_1479813562311196_396808498_n.jpg,1017454503269702047_303440197,5067,70,67,76.67164179104478
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11326763_1594257827506039_331736221_n.jpg,1016955434520746513_303440197,6299,108,110,58.24545454545454
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11377928_1440572502918422_1282520263_n.jpg,1016838791270439888_303440197,4705,31,23,205.91304347826087
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11378483_481866981980063_351686967_n.jpg,1016625581678336789_303440197,6502,162,143,46.6013986013986
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11378994_1662138487362200_2039511374_n.jpg,1016302293492111733_303440197,7971,212,153,53.48366013071895
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11351022_972000822844730_1330977866_n.jpg,1015900409375693732_303440197,6139,344,164,39.53048780487805
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11417491_595238907245769_1300119940_n.jpg,1015514848995514605_303440197,7155,356,158,47.537974683544306
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11357570_449110241916113_1891195001_n.jpg,1015488574835071504_303440197,5040,55,55,92.63636363636364
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11352429_995639663792914_871421606_n.jpg,1015339053224237088_303440197,6311,179,149,43.557046979865774
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11352003_1447858295519629_1585872824_n.jpg,1015231909107800951_303440197,6068,67,57,107.63157894736842
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11358066_979023765473669_884195759_n.jpg,1014861242852121501_303440197,7040,187,150,48.18
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11376674_932798920092820_1234396625_n.jpg,1014672217021290695_303440197,7044,209,150,48.35333333333333
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11330760_776202829166597_127980944_n.jpg,1014463560841107520_303440197,5925,166,150,40.60666666666667
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11356746_846928332029009_73490934_n.jpg,1014043362665372492_303440197,7190,469,157,48.78343949044586
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11328345_1604777466438876_1622793692_n.jpg,1013779777619958435_303440197,5287,121,116,46.62068965517241
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11379702_933001403431181_1180195482_n.jpg,1013401654722238986_303440197,6178,245,158,40.651898734177216
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11348272_1652308691680228_1137248053_n.jpg,1013266857542753078_303440197,5969,695,165,40.38787878787879
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11377403_848047818644518_448909869_n.jpg,1013001899600976317_303440197,6199,291,156,41.6025641025641
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11410570_925067740886307_793926918_n.jpg,1012620657189656838_303440197,8084,289,150,55.82
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11376674_788063287980684_245138687_n.jpg,1012591434274118127_303440197,5796,86,79,74.45569620253164
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11358103_694377037362424_398945566_n.jpg,1011711712648436652_303440197,7598,1116,171,50.95906432748538
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11378695_1002511179793258_1928207344_n.jpg,1011570315773549106_303440197,6561,72,67,99.0
https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/e15/11357621_571082333030824_94929965_n.jpg,1011245723846646208_303440197,7794,252,146,55.10958904109589
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11352183_1499760916980897_1440718350_n.jpg,1011086718948023042_303440197,5807,257,169,35.88165680473373
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11334523_491618120987229_624743982_n.jpg,1010952439060437990_303440197,6058,159,153,40.63398692810458
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11417269_1592304751020369_1398356008_n.jpg,1010462804442028757_303440197,8028,630,176,49.19318181818182
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11419215_1603519259923276_1429248669_n.jpg,1010184300794157087_303440197,6298,847,166,43.04216867469879
https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/e15/11352409_1611896715749102_939089038_n.jpg,1010133159402215844_303440197,6718,179,153,45.07843137254902
